UBIGEO,VIVIENDA,Estatal,EquipoEdu,CalidadEdu,Edad
200801,77,1,3,3,13
200801,77,2,3,3,9
200801,95,1,3,4,16
200801,95,1,2,3,11
200705,1,1,3,3,14
200705,14,1,3,3,6
200705,40,1,2,4,12
200401,66,1,3,3,14
200401,102,1,3,2,13
200109,64,1,3,3,17
200705,49,2,3,3,7
200705,83,1,3,3,14
200501,19,1,3,2,8
200501,88,2,3,3,17
200501,88,1,4,3,14
200501,88,1,3,3,6
200501,105,1,3,3,14
200501,105,1,3,3,11
200501,105,1,3,4,8
200202,62,1,3,4,14
200202,62,1,3,3,12
200202,63,1,3,3,16
200202,226,1,2,4,16
200202,226,1,2,4,14
200202,226,1,3,3,12
200202,226,1,3,4,11
200202,226,1,3,4,8
200202,226,1,3,4,6
200202,227,1,2,3,6
200409,87,1,3,3,6
200409,196,1,3,3,16
200409,196,1,3,3,11
200409,196,1,3,3,7
200409,196,1,3,3,6
200409,235,1,3,3,13
200409,235,1,3,3,10
200409,244,1,3,3,16
200409,244,1,3,3,11
200409,244,1,3,3,9
200206,11,1,3,3,16
200206,11,1,3,3,11
200206,12,1,3,3,7
200206,14,1,3,3,17
200206,152,1,3,3,13
200206,152,1,2,2,11
200206,152,1,2,3,9
200206,152,1,3,3,6
200206,153,1,2,4,15
200206,153,1,2,4,11
200206,154,1,2,3,7
200304,27,1,3,3,15
200304,27,1,4,4,13
200304,27,1,3,3,9
200304,27,1,3,3,6
200304,91,1,3,4,15
200304,91,1,3,3,8
200304,92,1,3,3,13
200304,92,1,3,3,11
210101,37,1,3,3,11
210101,51,1,3,3,15
210101,44,1,3,2,9
210101,60,2,3,4,17
210101,108,1,3,3,13
211105,6,1,3,3,10
211105,27,1,3,4,16
211105,98,1,2,4,11
210501,6,1,3,4,7
210501,25,1,3,3,9
210501,35,1,3,2,9
210501,54,1,3,3,14
210501,63,1,3,3,11
210501,73,1,3,3,16
210501,73,1,3,3,11
211101,83,2,3,3,10
211105,8,2,4,3,14
211105,8,2,3,3,9
211105,102,1,3,4,10
211105,173,1,3,3,17
211105,173,1,3,3,12
211105,173,1,2,3,9
210403,13,1,3,3,14
210403,31,1,3,3,12
210403,31,1,3,3,9
210503,3,1,3,3,14
210503,20,1,3,3,14
210503,20,1,3,3,10
210503,49,2,3,4,12
210503,58,1,3,3,16
210503,58,1,2,3,13
210503,58,1,2,4,10
210701,21,1,3,3,12
210406,29,1,2,2,9
210406,29,1,2,3,16
210406,29,1,3,3,16
210406,348,1,3,3,12
210406,350,1,3,2,15
210301,81,1,3,3,10
210301,84,1,3,2,15
210401,147,1,3,3,11
210401,147,1,3,3,9
210702,30,2,5,3,17
210702,30,1,2,2,8
210702,161,1,3,4,12
210702,164,1,3,3,7
220101,2,1,3,3,16
220101,2,1,2,3,11
220101,2,1,2,3,9
220101,70,1,3,3,6
220101,93,2,5,3,9
220101,114,1,3,3,15
220101,137,1,3,3,16
220804,59,1,2,3,16
220804,90,1,3,3,16
220804,90,1,3,3,11
220801,36,1,3,3,16
220801,52,1,3,3,13
220801,69,1,3,3,14
220801,69,1,1,3,10
220801,69,1,2,3,9
220801,86,1,3,3,14
220801,86,1,3,3,10
220801,103,1,3,3,9
220801,15,1,3,3,13
220801,15,1,3,3,7
220801,33,2,3,3,17
220801,33,1,3,3,9
220801,68,1,3,3,14
220801,68,1,3,3,6
220801,105,1,2,3,8
220304,34,1,3,3,16
220304,34,1,3,3,9
220304,35,1,3,3,15
220304,35,1,3,3,9
220304,140,1,3,3,12
220304,141,1,3,3,10
220304,142,1,3,3,8
220304,143,1,2,3,14
220304,143,1,3,4,11
220301,113,2,5,3,17
220301,113,1,3,3,15
220301,229,1,3,3,12
220301,229,1,4,3,10
220301,230,1,3,3,10
220301,234,1,5,3,9
220104,53,1,3,3,7
220104,54,1,5,3,6
220104,55,1,3,3,6
220104,112,1,3,2,8
220104,118,1,3,3,13
220104,119,1,3,3,12
220901,6,2,3,3,16
220901,6,1,3,3,8
220901,22,2,4,4,8
220901,22,2,4,4,7
220901,71,1,5,4,8
220910,12,1,3,3,9
220910,23,1,3,3,13
220910,57,1,3,3,9
220909,2,1,3,3,11
220909,2,1,3,3,6
220909,13,1,3,3,13
220909,36,2,4,4,11
220909,70,1,3,3,15
220909,70,2,4,4,7
220909,91,1,3,3,9
220909,102,1,3,3,8
220701,8,1,3,3,8
220701,63,2,4,4,17
220701,63,1,2,3,14
220701,99,1,3,3,15
220701,99,1,3,3,13
220701,22,2,3,3,12
220701,22,2,4,3,7
220701,146,1,3,4,15
220701,146,1,4,4,12
220701,146,1,3,3,7
220701,146,1,3,3,10
220701,146,1,3,4,7
220912,11,1,3,3,12
220912,11,1,3,4,7
220912,11,1,1,4,14
220912,37,1,3,4,6
220912,116,1,2,3,8
220912,130,1,3,3,15
220912,155,1,3,4,8
220205,41,1,3,3,16
220205,41,1,3,3,9
220205,42,1,2,3,13
220205,43,1,3,3,12
220205,43,1,3,3,7
220205,133,1,5,3,12
230101,199,2,4,4,13
230101,199,2,3,3,11
230110,58,2,3,3,17
230101,36,2,4,4,13
230101,36,1,3,3,9
230101,142,1,3,3,15
230101,142,1,3,3,11
230104,28,1,2,4,14
230110,35,2,5,4,17
230110,35,1,2,3,15
230110,40,1,2,4,16
230110,40,1,2,3,9
230110,58,1,3,4,12
230110,61,2,3,3,9
230110,61,2,3,3,6
230110,125,1,2,3,14
230110,34,2,3,3,15
230110,34,2,3,3,13
230110,34,2,3,3,11
230110,54,1,3,3,11
230110,54,1,3,3,6
230110,113,1,3,3,14
230110,113,1,3,3,10
230108,13,1,3,3,13
230108,13,1,3,3,11
230110,30,1,3,3,16
230110,30,1,3,3,14
230110,99,1,3,3,17
230110,99,1,3,3,7
230110,151,1,4,4,15
230110,151,1,3,3,9
230102,39,1,3,3,15
230102,83,1,3,3,15
230102,83,1,3,3,8
230110,64,1,3,3,15
230110,64,1,3,3,6
230110,101,1,3,3,10
230110,120,1,3,3,14
230110,120,1,2,3,9
230110,139,2,3,3,11
230109,22,2,3,3,15
230109,22,1,2,2,11
230104,131,1,3,3,7
230104,143,1,3,3,16
230104,146,1,3,3,14
230104,146,1,5,3,9
230111,90,1,3,3,9
230111,92,1,3,3,16
230111,92,1,3,3,9
230111,92,1,3,4,6
230111,262,1,2,5,10
230111,267,1,3,3,11
230111,278,1,2,3,16
230111,278,1,5,3,9
230408,50,1,2,3,13
230408,72,1,3,3,12
230203,5,1,5,3,7
240101,54,2,3,3,15
240101,54,2,3,3,6
240101,65,1,3,3,15
240101,65,1,3,3,13
240101,102,2,3,3,15
240101,4,1,5,5,11
240101,23,1,3,3,15
240101,23,1,3,3,14
240101,23,1,3,3,12
240101,43,1,3,3,10
240101,43,1,3,3,8
240101,120,1,3,3,16
240101,6,1,3,3,14
240101,6,1,3,3,10
240101,6,1,3,3,8
240101,20,1,3,3,12
240101,20,1,3,3,6
240101,61,1,3,3,13
240101,61,1,3,4,9
240101,88,1,5,5,6
240101,16,2,3,3,8
240101,29,2,3,3,16
240101,29,2,3,3,7
240101,71,2,3,3,13
240201,44,1,3,3,8
240201,61,1,3,3,17
240201,61,1,3,3,14
240201,79,1,3,4,15
240201,79,1,3,3,13
240201,98,1,3,3,16
240201,116,1,3,4,14
240201,116,1,3,3,7
240302,6,1,3,3,11
240302,50,1,3,4,9
240302,93,2,4,4,10
240302,136,1,3,3,9
240301,16,1,3,3,14
240301,16,1,4,3,10
240103,25,2,3,3,15
240103,25,2,3,3,8
240103,38,1,3,3,13
240103,38,1,3,3,10
240103,38,1,3,3,7
240103,67,1,3,3,16
240103,67,1,3,3,12
240105,13,1,3,3,16
240105,13,1,3,3,15
240105,16,1,3,3,12
240105,34,1,3,3,9
240105,35,1,3,3,11
240105,36,1,3,3,6
250101,77,1,3,3,14
250101,96,1,3,3,7
250101,8,1,3,3,12
250101,20,1,2,2,9
250101,20,1,2,3,7
250101,43,1,3,3,12
250101,43,1,3,3,8
250101,21,1,3,2,7
250101,48,1,3,3,16
250101,48,1,3,3,13
250101,88,1,3,4,9
250101,3,1,2,2,16
250101,3,1,2,2,12
250101,3,1,2,3,6
250101,10,1,2,3,7
250101,41,1,3,3,16
250101,41,1,3,3,13
250101,48,1,3,3,11
250101,48,1,3,3,10
250101,56,1,3,4,11
250107,16,1,3,3,13
250107,35,1,3,3,6
250107,92,1,3,3,14
250107,129,1,3,3,13
250107,129,1,3,3,9
250107,147,1,3,3,11
250107,147,1,3,3,9
250201,60,2,3,3,15
250201,86,1,3,3,14
250305,10,1,4,3,15
250305,114,1,2,3,10
250305,134,1,3,3,7
250102,15,1,2,3,8
250102,15,1,2,3,6
250102,21,1,2,3,13
250102,21,1,2,3,11
250102,21,1,3,3,9
250102,21,1,2,3,6
250102,24,1,1,4,8
250102,48,1,3,3,16
250102,48,1,2,3,13
250102,48,1,2,3,10
250102,58,1,2,3,16
250102,58,1,2,3,15
250102,58,1,2,3,11
250102,121,1,3,3,16
250102,121,1,3,3,16
250102,121,1,3,3,12
250102,121,1,3,3,6
250102,349,1,3,3,13
250102,350,1,3,3,17
250102,350,1,3,3,16
250102,350,1,3,3,6
250102,353,1,3,3,6
250204,29,1,3,3,12
250204,30,1,3,3,11
250204,32,1,3,3,11
150501,2,1,3,3,6
150501,22,1,2,3,12
150501,22,1,2,3,11
10206,14,1,3,3,11
10206,32,1,3,3,14
10206,89,1,3,3,10
10401,15,1,3,3,6
10401,16,1,3,3,10
10401,16,1,3,3,7
10401,16,1,3,3,9
10401,61,1,3,3,17
10401,61,1,3,3,12
10401,61,1,3,3,8
10401,63,1,3,3,10
10401,64,1,3,3,10
10401,64,1,3,3,6
21804,130,1,3,3,6
21804,141,1,2,3,12
21201,15,1,3,3,15
21201,47,1,3,3,16
21303,9,1,4,4,17
21303,9,1,3,3,13
21303,11,1,3,4,16
21303,11,1,3,4,13
21303,11,1,2,3,11
21303,11,1,3,3,7
21303,12,1,3,3,17
21303,12,1,3,3,15
21303,74,1,3,3,16
21303,74,1,2,3,12
21303,74,1,3,3,6
21303,79,1,3,3,16
21303,79,1,3,3,13
21303,79,1,2,2,10
21303,79,1,2,3,6
30409,108,1,3,3,11
30409,114,1,3,3,14
30409,114,1,3,3,7
30409,273,1,3,3,16
30409,273,1,3,3,13
30712,11,1,3,3,8
40112,52,2,3,3,8
40604,37,1,3,3,16
40604,37,1,3,3,12
40604,37,1,3,3,9
40604,136,1,3,4,9
40604,136,1,3,4,7
40604,139,1,3,4,13
40604,140,1,2,3,8
50101,35,2,3,3,12
50101,35,2,3,3,8
50101,48,2,3,3,11
50301,36,1,3,3,16
50301,36,1,3,3,10
50301,36,1,3,3,6
60101,106,1,3,3,14
60101,106,2,4,4,6
60101,106,1,4,1,15
60409,17,1,3,3,13
60409,22,1,4,4,15
60409,85,1,3,3,16
60409,85,1,3,3,14
60409,87,1,2,2,14
60409,88,1,3,3,10
60409,88,1,3,3,7
60111,21,1,4,4,13
60111,22,1,2,3,11
60111,119,1,3,4,14
70101,85,1,2,2,9
70101,85,1,2,2,7
80901,14,1,3,3,12
80901,62,2,3,5,16
80901,62,1,3,3,12
80901,158,1,3,3,8
81005,1,1,3,3,16
81005,21,1,3,3,9
81005,52,1,3,3,12
81005,79,1,3,3,13
81005,91,1,3,3,15
90607,6,1,3,3,13
90607,6,1,3,2,9
90607,133,1,2,4,16
90607,133,1,2,3,10
90607,137,1,4,4,15
90607,137,1,3,3,10
100101,4,2,5,3,12
100101,4,2,3,3,9
100101,4,2,3,3,7
100101,48,1,3,3,14
100101,48,1,3,3,11
100101,78,1,2,3,16
100101,78,1,2,3,14
100101,78,1,3,4,12
110102,113,1,3,3,6
110102,134,2,3,3,14
110206,28,1,3,3,6
110206,106,1,3,3,13
110305,29,1,2,3,8
110305,103,1,3,3,11
110305,104,1,3,3,14
110305,104,1,2,3,10
110305,104,1,2,3,8
110305,104,1,2,3,7
120114,39,2,3,3,16
120114,94,2,3,3,7
120114,94,2,3,3,6
120125,92,2,3,5,17
120125,92,1,3,3,9
120125,108,1,3,3,16
120125,136,2,4,3,17
130111,166,1,3,3,17
130103,12,1,3,3,14
130103,12,1,3,3,6
130103,144,1,3,3,14
130103,144,1,3,3,12
130103,144,1,3,3,6
130103,175,1,3,3,15
130901,219,1,3,3,11
130901,225,1,3,4,15
130901,225,1,3,3,12
130901,225,1,3,3,6
130901,227,1,5,3,17
130901,227,1,3,3,15
130901,228,1,3,3,17
140105,128,1,3,3,7
140105,128,1,3,3,15
140105,128,1,3,3,12
140105,128,1,3,3,8
140105,128,1,3,3,8
140106,94,1,3,3,11
140106,128,1,3,3,15
140106,145,2,3,3,8
140106,145,1,3,3,6
140117,94,1,3,4,6
140117,113,1,3,4,12
140117,149,2,4,4,11
140308,7,1,3,3,11
140308,74,1,1,4,14
140308,77,2,3,3,14
140308,77,2,3,3,11
140308,77,2,2,3,9
150135,37,1,3,3,15
150117,152,2,3,3,14
150117,152,2,3,3,9
150103,134,1,3,2,12
150103,134,1,2,3,6
150115,15,1,3,4,13
150115,15,1,3,3,11
150115,15,1,3,3,7
150131,53,2,4,4,11
150104,48,1,2,3,15
150104,92,2,3,3,14
150812,6,2,3,3,9
150812,21,1,3,3,16
150812,21,1,3,3,11
150812,21,1,3,3,8
150812,35,1,3,3,15
150812,95,1,3,3,13
150812,95,1,3,3,11
151020,24,1,3,3,17
151020,24,1,3,3,16
151020,38,1,3,2,8
151020,56,1,3,3,17
151020,56,1,3,3,12
151020,56,1,3,3,10
151020,63,1,4,4,14
151020,63,1,3,3,10
151020,63,1,3,3,6
160201,13,1,3,3,7
160201,35,1,3,3,16
160201,35,1,3,3,8
160201,95,1,3,3,8
160201,116,1,2,3,11
160603,44,1,2,3,16
160603,44,1,2,3,9
160603,45,1,3,3,16
160603,45,1,3,3,13
160603,45,1,3,3,11
160603,45,1,3,3,11
160603,45,1,3,3,6
170102,76,1,3,3,7
170102,84,1,3,3,15
170102,85,1,3,3,10
170102,95,1,1,3,13
180101,25,1,2,3,15
180101,67,1,3,3,16
180101,67,2,5,3,7
180101,77,1,3,3,15
180101,97,1,2,3,15
180202,70,1,3,3,16
180202,70,1,3,3,14
180202,70,1,3,3,8
180202,76,1,5,5,15
180202,76,1,3,3,7
190308,1,1,3,3,16
190308,1,1,3,4,13
190308,1,1,3,3,12
190308,1,1,2,2,8
190308,4,1,4,2,14
190308,178,1,3,3,10
190308,179,1,3,3,8
200101,27,2,3,3,6
200101,81,2,4,4,17
200101,92,2,3,4,6
200101,92,1,3,3,16
200101,92,2,3,3,17
200101,92,2,3,3,13
200101,92,2,3,4,6
200101,118,2,3,4,10
200101,118,2,3,4,7
200101,130,1,2,3,15
200101,130,2,3,3,8
200406,96,1,2,3,7
200406,115,1,5,3,12
200406,115,1,5,3,6
200406,150,1,5,3,10
200301,32,1,3,3,17
200301,32,1,3,3,13
200301,124,1,2,3,12
200301,124,1,3,3,8
200301,125,1,3,3,14
200301,125,1,3,3,7
200301,128,1,3,3,15
200301,132,1,3,3,7
200203,10,1,3,3,10
200203,12,1,4,4,14
200203,53,1,3,3,12
200203,54,1,3,3,13
200203,54,1,2,3,8
200203,55,1,3,3,11
200203,55,1,3,3,7
211101,12,1,3,3,15
211101,12,2,3,3,12
211101,133,2,3,3,8
211101,133,2,3,3,7
211101,53,2,2,3,12
210215,40,1,3,4,15
210215,82,1,3,3,17
210215,82,1,3,3,13
210215,101,1,2,3,17
210702,176,1,3,4,12
220101,28,1,3,3,12
220101,28,1,3,3,9
220101,37,1,3,4,13
220101,55,2,3,3,10
220101,65,1,3,3,7
220101,82,1,3,3,15
220104,33,1,3,3,16
220104,62,1,3,3,15
220104,62,1,3,3,9
220104,117,1,2,3,16
220901,3,1,5,3,11
220901,16,1,3,3,6
230302,36,1,3,3,14
230302,128,1,3,3,9
240101,12,1,3,3,12
240101,68,2,3,3,12
240101,68,1,3,4,11
240101,68,1,3,3,9
240101,85,1,3,3,7
240101,106,1,3,3,11
240302,22,1,3,3,14
240302,22,1,3,3,11
240302,47,1,3,3,11
240303,106,1,3,3,7
240303,108,1,3,3,8
240303,110,1,2,3,13
240303,110,1,2,3,11
240303,110,1,2,3,9
240303,241,1,2,3,15
240303,241,1,3,3,10
240303,242,1,2,3,17
240303,242,1,3,3,15
240303,242,1,2,3,14
240303,243,1,3,3,17
250101,20,1,5,3,9
250101,29,1,3,2,14
250101,97,2,3,3,11
250101,97,2,3,3,7
250107,76,1,3,3,8
250107,98,1,3,3,16
250107,118,1,3,4,7
250107,141,1,3,3,11
250107,141,1,3,3,8
250107,141,1,2,4,16
250107,141,1,4,3,15
250107,141,1,3,3,11
250107,141,1,3,3,7
190113,43,1,3,3,14
190113,43,1,3,3,13
190113,43,1,3,3,7
190113,67,1,3,3,13
190113,67,1,3,3,13
170201,64,1,2,3,13
170201,64,1,3,3,9
120608,22,1,1,3,14
120608,22,1,1,3,9
120608,22,1,1,3,7
120608,71,1,2,2,10
120608,71,1,2,3,7
120608,74,1,2,2,9
120608,76,2,3,3,16
120608,76,1,3,3,7
130208,7,1,3,3,9
130208,21,1,3,4,12
130208,51,1,3,3,10
130208,51,1,3,3,6
130208,78,1,3,3,15
130208,93,1,4,4,11
150407,51,1,3,3,16
150407,51,1,3,3,9
150407,116,2,3,3,17
150407,117,1,3,3,13
150407,117,1,3,3,8
150407,120,1,3,3,12
160105,1,1,3,3,15
160105,1,1,3,3,12
160105,1,1,3,3,9
160105,2,1,3,2,11
160105,70,1,3,3,16
160105,70,1,3,3,13
160105,70,1,3,3,10
160105,90,1,3,3,13
160105,90,1,3,3,11
160105,90,1,3,3,8
160105,90,1,2,3,7
40703,87,1,2,3,10
60502,93,1,3,3,16
110111,24,1,3,3,10
110111,34,1,2,3,12
110111,83,1,3,4,12
180301,107,2,3,4,13
10702,25,1,3,3,12
10702,25,1,3,3,7
10702,90,1,3,3,7
10702,91,1,3,3,15
10702,92,1,3,3,16
10702,92,1,3,3,11
120415,21,1,3,3,14
120415,22,1,3,2,13
120415,22,1,3,3,11
120415,23,1,3,3,17
120415,89,1,2,3,16
120415,90,1,3,3,12
120415,90,1,4,4,14
10101,2,1,3,3,11
10101,11,1,3,3,15
10101,11,1,3,3,12
10101,11,1,3,3,8
10101,11,1,3,3,17
10101,21,1,3,3,16
10101,21,1,3,3,10
10101,24,1,3,3,17
10101,30,1,3,4,17
10306,6,1,3,3,11
10306,30,1,2,3,10
10306,30,1,2,3,10
10306,53,1,3,3,8
10701,53,1,3,3,8
10601,37,1,3,3,10
10601,37,1,3,3,7
10601,157,1,3,3,8
10701,37,1,3,3,9
10701,61,1,3,3,15
10701,61,1,3,3,12
10701,61,1,3,3,7
10701,72,1,3,3,14
10701,72,1,2,3,8
10701,72,1,2,3,6
10114,19,1,2,4,14
10114,19,1,3,3,14
10114,33,1,3,3,14
10114,107,1,3,2,7
10114,121,1,3,3,13
10114,132,1,3,3,13
10120,1,1,3,3,12
10120,4,1,5,4,6
10120,61,1,3,3,10
10120,62,1,3,3,16
10704,20,1,3,3,15
10704,21,1,2,5,7
10704,46,1,2,2,11
10704,46,1,2,3,10
10704,47,1,3,3,14
10704,47,1,3,3,10
10704,48,1,3,3,8
10205,119,1,2,3,13
10205,255,1,3,3,13
10205,255,1,3,3,11
10205,255,1,3,3,9
10205,258,1,2,3,16
10205,258,1,2,3,13
10205,258,1,2,3,11
10205,261,1,3,3,13
10402,9,1,2,3,11
10402,9,1,2,3,9
10402,9,1,2,3,7
10402,10,1,4,3,12
10402,10,1,3,3,10
10402,11,1,2,3,14
10402,11,1,2,3,8
10402,12,1,1,3,8
10402,133,1,2,3,9
10402,133,1,2,3,7
10402,134,1,3,3,10
10402,134,1,2,3,6
10402,135,1,3,3,13
10402,136,1,1,4,16
10402,136,1,2,3,11
10402,136,1,2,3,9
10402,136,1,2,3,8
10202,29,1,2,3,16
10202,30,1,2,3,10
10202,76,1,2,3,15
10202,76,1,3,3,13
10202,77,1,2,3,15
10202,77,1,2,3,12
10202,77,1,3,3,7
10202,78,1,2,3,12
10202,78,1,3,3,7
10202,78,1,3,3,14
10202,79,1,2,3,11
10202,79,1,3,3,9
10202,79,1,3,3,8
10202,79,1,3,3,6
10202,80,1,3,3,13
10202,80,1,3,3,10
10202,80,1,3,3,7
21801,2,1,3,3,15
21801,2,1,3,3,12
21801,2,1,3,3,7
21801,2,1,3,3,14
21801,2,1,3,3,9
21801,2,1,3,3,6
21801,51,1,3,3,7
21801,69,2,3,3,16
21801,69,1,3,3,7
21801,85,1,2,3,15
21801,85,1,3,3,8
21801,85,1,3,3,6
21801,102,1,2,3,12
21801,102,1,3,3,7
21809,2,2,3,4,9
21809,2,2,3,3,7
21809,16,2,4,3,8
21809,30,2,3,3,6
21809,57,1,3,3,10
21809,71,2,4,4,17
21809,125,1,3,3,13
21809,125,1,3,3,11
21809,18,2,3,3,10
21809,60,1,3,3,14
21809,60,1,3,3,10
21809,114,1,3,3,16
21809,114,1,3,3,9
21809,6,2,3,3,16
21806,20,1,3,3,13
21806,20,1,2,3,9
21806,152,1,2,3,16
21101,67,1,3,3,11
21101,67,1,3,3,8
21101,164,1,2,3,16
20105,7,1,3,3,15
20105,25,1,3,4,14
20105,25,1,3,3,7
20105,98,1,3,3,7
20105,153,2,4,3,11
20105,153,2,4,4,6
20101,7,2,3,3,17
20101,7,1,3,3,11
20101,23,2,5,3,11
20101,55,1,3,3,14
20101,55,1,3,3,10
20101,104,2,4,4,17
22001,33,1,3,4,15
22001,33,1,3,3,13
20702,21,1,3,3,16
20702,21,1,3,4,12
20702,49,1,3,3,17
20702,49,1,3,3,16
20702,49,1,3,3,10
20702,55,1,3,3,10
20702,55,1,3,3,8
20702,56,1,4,3,9
20702,58,1,3,3,16
20702,58,1,4,3,14
21407,12,1,2,3,8
21407,12,1,3,3,6
21407,46,1,3,4,14
21407,71,1,3,3,10
21407,71,1,3,3,6
21407,97,1,3,3,14
21407,97,1,3,3,12
20511,3,1,3,3,15
20511,3,1,3,3,14
20511,7,1,3,3,14
20511,7,1,3,2,11
20511,7,1,3,2,8
20511,35,1,3,3,15
20511,35,1,3,3,12
20511,35,1,3,2,8
20511,35,1,3,2,6
20511,42,1,2,3,15
21206,103,1,3,3,15
21206,103,1,3,3,12
21206,103,1,3,3,10
21206,103,1,3,3,7
21206,104,1,3,3,14
21206,104,1,3,3,8
21206,105,1,4,3,16
21206,105,1,3,3,9
21206,105,1,3,2,6
21206,106,1,3,3,16
21206,106,1,3,3,13
21206,107,1,4,3,17
21206,107,1,3,3,12
21206,107,1,3,3,6
30215,2,1,3,3,14
30215,2,1,2,3,6
30215,87,1,3,3,9
30215,112,1,3,3,15
30215,134,1,3,3,17
30215,134,1,3,3,15
30104,47,1,3,3,14
30104,47,1,3,3,7
30104,94,1,3,3,16
30201,9,1,3,3,12
30201,9,1,3,3,7
30201,32,1,3,3,17
30201,52,1,3,3,12
30204,3,1,3,3,11
30204,49,1,2,3,14
30204,53,1,2,3,16
30204,53,1,3,3,8
30204,54,1,2,3,13
30204,54,1,2,2,8
30606,113,1,3,3,15
30606,115,1,3,3,14
30606,330,1,3,3,6
30606,331,1,3,3,14
30606,331,1,3,3,10
30606,331,1,3,3,7
30606,332,1,3,3,11
30606,333,1,3,3,15
30108,20,2,3,3,17
30108,20,1,3,3,15
30108,90,1,1,4,15
30108,90,1,3,3,13
30108,92,1,3,3,16
30209,87,1,2,3,15
30209,87,1,3,3,13
30209,97,1,2,3,9
30609,7,1,3,3,16
30609,7,1,3,3,14
30609,17,1,3,3,15
30609,17,1,2,3,14
30609,69,1,3,3,14
30609,69,1,3,3,7
40129,59,2,3,3,11
40129,74,2,4,3,11
40129,74,2,4,4,6
40129,26,1,3,3,17
40129,26,1,2,3,13
40129,65,2,4,3,17
40129,65,1,2,3,16
40129,65,1,2,3,12
40129,102,1,3,3,14
40101,34,2,5,4,14
40101,102,2,3,3,13
40101,102,2,2,3,6
40122,3,1,3,3,12
40122,3,2,3,3,8
40122,39,1,1,3,7
40129,188,1,2,3,13
40103,3,2,3,3,11
40103,5,2,3,1,13
40104,46,1,3,3,8
40104,115,2,3,4,12
40104,115,2,3,3,10
40112,9,1,3,3,11
40112,9,1,3,4,9
40112,9,1,4,4,16
40112,26,1,2,2,15
40112,26,1,2,3,9
40112,79,2,5,3,15
40112,79,2,5,3,11
40112,97,1,5,3,7
40109,22,1,3,4,7
40109,45,2,4,4,9
40109,67,1,2,3,13
40112,47,1,3,3,12
40112,62,2,5,3,6
40112,62,1,3,3,13
40520,3,1,3,3,13
40520,16,1,3,2,9
40520,16,1,3,3,6
40520,25,1,3,4,12
40520,25,1,3,3,9
40520,38,1,2,4,14
40108,7,1,1,3,10
40108,7,1,1,3,7
40108,31,1,4,4,17
40108,31,1,2,3,12
40305,16,1,3,3,12
40305,32,1,3,3,13
40305,32,1,3,3,10
40305,32,1,3,3,9
40305,112,1,3,3,8
40128,52,2,3,3,7
40128,88,2,3,3,6
40128,101,1,3,3,12
40801,18,1,2,2,9
40801,80,1,4,4,15
40128,11,1,3,3,6
40128,15,2,3,3,8
40108,158,1,2,3,7
40127,14,2,3,4,7
40127,15,2,3,3,16
40127,48,1,3,2,13
40127,110,2,4,3,17
40127,110,2,4,4,11
50101,22,1,3,3,13
50101,22,1,5,3,7
50101,47,1,3,3,13
50101,72,2,3,4,13
50116,68,1,3,3,16
50101,28,1,3,3,12
50101,47,1,3,3,7
50101,47,1,3,3,6
50101,84,1,3,3,12
50101,84,1,3,3,10
50101,121,1,3,3,12
50401,6,2,3,4,11
50401,120,1,3,3,16
50601,30,1,3,3,17
50601,63,1,3,3,13
50601,63,1,3,3,10
50601,80,1,3,3,16
50502,9,1,2,3,14
50502,40,1,2,3,17
50502,72,1,2,3,14
50502,72,1,3,3,13
50502,72,1,3,4,10
50502,87,1,3,4,12
50502,87,1,2,3,9
50502,103,1,3,3,16
50502,103,1,2,4,14
50505,129,1,3,3,15
50505,129,1,3,3,6
50505,130,1,3,3,17
50505,130,1,3,3,9
50505,130,1,3,3,6
50505,279,1,3,4,14
50505,281,1,2,4,14
50505,281,1,3,3,9
50701,7,1,3,3,14
50701,46,1,3,3,15
50701,47,1,3,3,16
50508,23,1,3,3,11
50508,80,1,2,3,13
50508,81,1,3,3,12
50508,81,1,3,3,7
50508,85,1,3,3,10
50508,85,1,3,2,8
50508,105,1,3,3,15
50508,105,1,3,3,13
50508,105,1,3,3,11
50508,107,1,4,4,12
50508,107,1,3,3,8
50616,20,1,3,3,7
50805,14,1,3,3,15
50805,14,1,2,3,13
50805,51,1,2,3,13
50114,11,1,2,3,12
50114,11,1,3,3,10
50114,11,1,3,3,8
50114,67,1,3,3,16
50114,67,1,3,3,14
50114,69,1,3,3,17
50114,70,1,3,3,17
50114,70,1,3,3,13
50114,70,1,3,3,12
50114,70,1,3,3,7
50114,71,1,3,3,16
50114,71,1,3,3,14
50615,25,1,3,3,13
50615,25,1,3,3,11
50615,25,1,3,3,8
50615,37,1,3,3,12
50615,39,1,3,3,8
50615,39,1,3,3,6
50615,43,1,3,3,17
50615,43,1,3,3,11
60101,5,2,3,3,14
60101,18,1,3,3,10
60101,18,1,3,3,7
60101,42,1,3,3,13
60101,25,2,3,4,15
60101,105,1,3,3,10
60101,166,2,3,3,8
60301,47,1,3,4,6
60301,119,1,3,3,7
60301,143,1,3,3,12
60301,167,1,3,4,13
60301,167,1,3,3,10
60301,191,2,3,3,14
60301,191,2,3,3,6
60601,3,2,3,4,15
60601,77,1,3,3,17
60601,77,1,3,4,15
60601,107,2,3,4,12
60801,34,1,3,3,16
60801,34,1,3,3,14
60801,55,1,3,3,10
60801,97,1,3,3,6
61201,62,1,3,3,11
61201,62,1,3,3,9
