UBIGEO,VIVIENDA,Estatal,EquipoEdu,CalidadEdu,Edad
60401,240,2,3,3,7
60401,242,1,3,3,12
60401,242,1,3,3,9
60304,98,1,3,3,14
60304,100,1,3,3,15
60304,101,1,3,3,16
60304,101,1,3,3,12
60304,216,1,3,3,11
70102,32,1,3,3,13
70102,32,2,3,3,13
70102,133,2,3,3,10
70101,76,1,5,3,14
70101,76,1,5,2,8
70101,97,1,3,3,17
70101,97,1,3,3,12
70101,118,1,3,3,7
80105,30,1,2,3,7
90608,28,1,3,3,10
90608,28,1,3,3,6
90608,31,1,3,3,12
90608,31,1,3,3,8
90608,68,1,3,3,9
90608,68,1,3,3,7
90608,75,1,3,3,15
90608,75,1,3,3,12
90608,75,1,3,3,6
90608,76,1,3,3,16
90608,76,1,3,3,10
90608,76,1,3,3,6
100801,79,1,3,3,10
100801,81,1,3,3,9
100801,83,1,3,3,12
100801,83,1,3,3,8
100801,83,1,3,3,6
110101,89,2,3,3,16
110101,89,2,3,3,15
110304,5,1,3,3,11
110304,36,1,3,4,15
110304,53,2,3,3,13
120114,58,2,3,3,13
120114,58,2,3,3,7
120114,93,1,3,3,12
120114,93,1,2,1,9
120114,93,1,2,2,8
120107,44,1,3,3,14
120107,76,1,4,3,11
130105,60,1,3,3,13
130105,136,1,3,4,15
130105,136,2,3,3,14
130105,136,1,3,3,11
130205,53,1,4,4,6
130205,104,2,3,3,16
130205,104,1,2,5,6
130207,41,2,3,3,13
130207,41,1,3,3,10
130207,57,1,3,3,13
130207,57,1,3,3,12
140101,24,1,3,3,6
140101,54,1,3,3,9
140308,58,1,2,3,11
140308,58,1,2,3,10
140308,180,1,3,3,13
140308,185,1,2,3,12
140308,186,2,5,3,16
140308,186,1,2,4,13
140308,190,1,2,3,14
140308,191,1,3,3,14
150125,2,2,3,3,17
150125,2,2,3,3,13
150125,2,2,3,3,8
150125,36,1,3,3,15
150125,49,1,3,3,17
150117,69,1,3,4,16
150117,69,1,5,3,8
150132,87,2,3,3,11
150132,87,2,4,3,8
150103,90,1,2,3,16
150103,137,1,3,3,13
150103,137,1,3,3,6
150101,7,1,4,3,14
150101,104,2,3,3,9
150136,39,1,3,3,6
150136,69,1,3,3,10
150136,69,1,3,3,7
150136,144,1,3,3,15
150801,37,1,3,3,16
150801,37,1,3,3,13
150801,52,1,3,3,12
150510,21,2,3,3,13
150510,21,2,3,3,7
150510,45,1,2,3,13
150510,45,1,2,3,8
150727,6,1,3,3,13
150731,83,2,3,3,12
150731,85,1,3,3,14
150731,85,1,3,3,6
150731,228,2,5,3,7
150731,229,1,3,3,15
150731,229,1,5,5,13
150731,229,1,3,3,11
160101,37,1,3,3,13
160101,67,1,3,3,15
160201,22,1,2,4,12
160201,22,1,3,3,8
160201,41,1,3,3,15
180301,66,1,5,5,6
180301,100,1,5,5,9
180301,30,1,3,2,16
190109,2,1,3,2,8
190109,46,1,3,3,7
190106,44,1,3,3,10
190106,119,1,3,3,15
190106,121,1,3,3,10
200101,11,1,3,3,11
200101,44,2,3,3,11
200104,4,2,3,4,14
200104,4,2,3,3,11
200104,22,1,2,3,6
200104,56,1,3,3,11
200104,73,1,3,3,16
200104,73,1,4,4,12
200104,105,1,3,3,9
200802,10,1,4,4,12
200802,39,1,3,4,14
200802,54,1,3,4,13
200802,54,1,3,4,7
200802,93,2,3,3,11
200802,119,1,3,3,14
200301,142,1,3,3,15
200301,142,1,2,3,11
200301,146,1,3,2,13
200301,146,1,3,3,9
210201,26,1,3,3,16
210201,26,1,3,3,14
210603,20,1,3,3,16
210603,21,1,3,3,11
210603,47,1,5,3,11
210603,47,1,5,3,7
220101,133,1,3,3,15
220805,21,1,2,3,14
220805,21,1,3,3,10
220805,89,1,2,3,11
220805,110,1,3,3,14
220805,110,1,3,3,11
220805,132,1,2,3,12
220805,155,1,3,3,15
220805,155,1,3,3,9
220104,86,1,3,3,16
220104,86,1,3,2,14
220104,87,1,3,3,10
220104,87,1,3,3,6
220104,88,1,2,3,17
220104,88,1,3,3,12
220104,90,1,3,3,11
220104,90,1,3,3,9
220104,230,1,2,3,12
220104,232,1,3,3,13
220104,232,1,3,3,10
220104,233,1,2,3,12
220404,9,1,3,3,16
220404,9,1,3,3,10
220404,10,1,3,4,12
220404,10,1,3,4,10
220404,12,1,3,3,14
220404,12,1,3,3,11
220404,12,1,3,3,6
220404,65,1,3,3,17
220404,65,1,3,3,15
220404,65,1,3,3,11
220404,65,1,3,3,8
221005,6,1,3,2,6
221005,25,1,3,3,13
221005,63,1,4,4,15
221005,63,1,3,3,11
221005,154,1,3,3,9
220910,175,1,3,3,11
220910,175,1,3,3,8
220910,178,1,3,3,14
220910,179,1,3,3,11
220910,182,1,3,3,16
220910,184,1,3,4,14
240101,17,2,3,4,13
240101,52,1,3,3,13
240101,52,1,3,3,7
240101,98,1,5,3,8
240105,18,1,5,3,14
240105,35,1,3,3,13
240105,35,1,3,3,9
240105,54,1,3,3,9
240105,107,1,3,3,16
250105,75,2,2,4,7
250105,91,1,3,3,17
250105,91,1,3,3,10
250101,49,1,2,3,16
250101,49,1,3,3,13
250101,49,1,3,3,9
250302,69,1,2,3,6
230110,27,1,3,3,10
230110,36,1,3,3,11
10401,58,2,3,3,17
10401,58,1,3,3,8
10401,59,1,3,3,15
10401,59,1,3,3,7
10401,61,1,3,3,6
211204,95,1,3,3,16
211204,95,1,3,3,10
211204,96,1,3,3,10
211204,98,1,3,4,16
230201,9,1,3,4,16
230201,9,1,3,3,12
230201,10,1,4,3,12
230201,40,1,3,3,13
230201,40,1,3,3,11
120607,59,1,3,3,16
120607,60,1,5,5,15
130804,66,1,3,3,14
130804,66,1,2,3,12
130804,68,1,2,3,14
130804,144,2,5,5,17
130804,144,1,3,3,13
130804,144,1,3,3,11
130804,146,1,3,3,12
130804,146,1,3,3,7
130804,146,1,3,3,14
130804,147,1,3,3,14
130804,147,1,3,3,12
140312,12,1,3,3,17
140312,12,1,3,3,10
140312,122,1,3,3,12
140312,122,1,3,3,8
160601,49,1,3,3,15
160601,49,1,3,3,13
160601,49,1,3,3,8
200501,20,1,3,3,15
200501,69,1,3,3,15
200501,69,1,3,3,12
200501,69,1,3,3,9
210901,121,1,3,3,15
210901,122,1,3,3,10
230104,23,1,5,5,9
230104,81,1,3,3,16
230104,97,1,2,2,16
60601,3,1,3,4,15
60601,3,1,4,4,13
60601,3,1,3,3,8
60601,18,1,3,3,14
60601,92,1,3,3,13
60601,92,1,2,3,7
110108,13,2,3,3,8
110108,89,1,3,3,14
150507,44,1,3,3,16
150507,44,1,3,3,14
150507,44,1,3,3,6
150507,62,1,3,3,10
180101,24,2,3,4,15
180101,24,1,4,4,13
180101,70,1,3,3,12
10101,2,2,2,3,17
10101,2,1,3,3,11
10101,29,1,3,3,13
10101,29,1,3,3,11
10101,16,1,3,3,10
10101,25,1,3,3,13
10101,55,1,3,4,14
10509,17,1,3,3,10
10509,36,1,3,3,15
10509,36,1,3,2,9
10509,36,1,3,3,6
10110,101,1,3,3,6
10701,68,1,3,3,12
10701,105,1,3,3,14
10701,123,2,3,3,8
10701,123,2,3,3,7
10701,141,1,3,4,14
10701,141,1,3,5,7
10701,6,1,3,4,10
10701,18,1,3,3,10
10701,40,1,5,3,7
10701,51,1,3,3,13
10701,74,1,3,3,13
10701,86,1,3,3,8
10307,16,1,3,3,15
10307,16,1,3,3,12
10307,74,1,5,3,17
10307,74,1,3,5,10
10514,144,1,3,3,12
10514,144,1,3,3,7
10514,462,1,3,3,17
10514,462,1,3,3,9
10514,463,1,3,3,14
10514,463,1,3,3,10
10514,463,1,3,3,7
10514,464,1,3,3,13
10514,464,1,3,3,8
10514,465,1,2,3,14
10514,465,1,3,3,10
10513,33,1,3,3,11
10513,156,1,4,3,16
10513,156,1,3,3,11
10513,156,1,3,3,8
10513,158,1,3,3,11
10513,159,1,2,3,7
10513,160,1,3,3,12
10401,103,1,3,3,15
10205,42,1,3,3,10
10205,43,1,3,3,11
10205,43,1,3,3,6
10205,92,1,2,3,11
10205,95,1,3,3,11
10205,96,1,3,3,14
10205,96,1,3,3,12
10205,96,1,3,3,6
10611,11,1,3,3,14
10611,11,1,3,3,6
10705,33,1,3,3,14
10705,34,1,3,3,13
10705,35,1,3,3,6
21809,12,2,3,3,8
21801,27,1,3,3,14
21801,27,1,3,3,10
21801,41,1,3,3,9
21801,97,2,4,3,17
21801,124,1,3,3,7
21809,30,2,3,3,17
21801,28,2,3,3,13
21801,75,1,3,3,17
21801,106,1,3,3,15
21503,1,1,3,3,8
21503,19,1,3,3,10
21503,56,1,3,3,14
21503,56,1,3,3,11
21503,75,1,3,3,9
21503,110,1,3,3,8
21805,35,1,3,3,15
21805,107,1,3,3,9
21805,107,1,3,3,6
21805,110,1,3,3,9
20101,15,2,3,4,9
20101,15,2,3,3,7
20101,31,2,3,4,12
20101,105,2,3,3,16
20101,133,1,2,3,11
20101,133,1,3,3,7
20105,18,1,3,4,13
20105,18,1,3,3,9
20105,44,2,3,4,17
20105,44,1,5,2,9
20105,58,2,3,3,14
20105,71,1,2,3,8
20105,84,1,2,3,10
20508,66,1,3,3,15
20508,66,1,3,3,8
20508,86,1,5,3,8
20508,125,1,3,4,14
20508,125,1,3,4,12
20508,125,1,1,3,7
20112,118,1,3,3,9
20112,238,1,3,3,14
20112,246,1,3,3,12
21709,23,1,3,3,15
21709,59,1,2,4,15
21709,59,1,3,4,12
21709,105,1,3,3,14
21709,105,1,2,3,12
21709,105,1,3,3,10
21709,105,1,3,3,6
20402,2,1,2,3,13
20402,2,1,3,3,9
20402,60,1,3,3,16
20402,60,1,3,3,14
30101,35,1,3,3,14
30101,35,1,3,3,12
30101,15,1,3,4,13
30101,15,1,5,3,9
30101,43,2,3,3,8
30101,57,1,2,3,15
30101,86,1,2,3,9
30506,41,1,2,4,16
30506,54,1,3,3,6
30506,81,1,3,3,13
30506,20,1,3,3,14
30506,20,1,3,3,11
30506,36,1,3,2,15
30506,36,1,3,2,11
30506,53,1,3,3,12
30506,90,1,5,3,13
30506,90,1,3,3,9
30501,52,1,3,3,14
30204,1,1,3,3,15
30204,1,1,3,3,10
30204,3,1,3,3,17
30204,3,1,3,3,14
30204,3,1,3,2,11
30204,3,1,3,3,10
30303,52,1,2,2,8
30303,61,1,3,3,14
30303,61,1,3,2,10
30303,69,1,2,3,6
30505,61,1,3,3,13
30505,61,1,3,3,6
30505,62,1,3,3,15
30505,63,1,3,3,12
30505,190,1,3,3,14
30505,190,1,3,3,12
30504,15,1,3,3,15
30504,15,1,3,3,12
30504,166,1,2,3,6
30401,46,1,3,3,14
30401,48,1,3,3,12
30401,48,1,3,3,9
30401,51,2,3,3,17
40104,12,2,3,4,12
40104,12,1,3,2,9
40104,58,1,2,3,16
40109,8,1,4,3,15
40109,8,1,3,5,11
40109,21,1,2,3,13
40109,21,1,3,3,11
40109,21,1,3,3,9
40109,68,1,2,3,10
40109,68,1,2,3,7
40109,78,1,2,3,10
40116,5,2,5,3,10
40116,5,2,5,3,6
40116,21,2,3,3,13
40116,51,2,3,3,16
40116,51,2,2,3,13
40116,65,2,3,3,13
40116,65,2,3,4,7
40112,170,1,3,3,14
40104,1,1,3,4,14
40104,79,2,3,3,15
40104,98,1,3,3,12
40104,118,2,3,3,6
40122,61,1,3,3,12
40129,7,2,3,3,8
40129,7,2,5,3,17
40129,14,2,5,3,16
40129,14,2,5,3,9
40129,41,2,3,4,7
40104,85,2,4,3,17
40104,151,1,3,3,14
40104,151,1,3,4,12
40109,40,1,3,3,7
40109,48,1,4,3,15
40109,48,1,3,3,10
40109,59,1,3,3,12
40109,59,1,3,4,8
40109,71,1,3,3,12
40109,83,1,3,3,7
40520,4,1,2,3,15
40520,4,1,3,3,11
40520,4,1,3,3,9
40520,26,1,5,3,7
40520,39,2,3,3,11
40520,39,2,3,3,7
40520,48,1,3,3,11
40520,55,1,3,3,12
40201,128,2,4,3,17
40520,20,1,3,3,12
40520,34,2,3,3,9
40703,2,1,3,3,11
40703,2,1,3,3,7
40703,33,1,3,4,16
40703,73,1,5,3,8
40409,2,1,3,3,11
40409,56,1,3,2,10
40409,56,1,3,3,7
40124,92,1,3,3,10
40124,92,1,3,3,6
40520,53,2,3,3,14
40520,53,1,3,3,12
40520,53,1,3,2,8
40520,55,1,3,3,13
40520,55,1,2,3,11
40520,56,1,5,3,9
40520,56,1,5,3,8
40520,296,1,2,3,15
40520,296,1,2,3,12
40520,296,1,3,2,11
40520,297,1,3,4,15
40520,297,1,3,3,12
40520,297,1,5,3,9
40520,297,1,3,3,7
40520,299,2,3,3,10
40401,92,1,4,4,14
40401,92,1,3,4,10
40401,93,1,3,3,16
40401,94,1,3,3,10
40119,34,1,2,2,13
40119,34,1,2,3,9
40809,27,1,2,3,7
40809,41,1,3,3,17
40809,62,1,3,3,12
40809,76,1,2,3,11
50104,29,1,3,3,12
50104,59,1,3,3,11
50104,59,1,3,3,7
50110,43,1,3,3,10
50110,62,1,3,3,11
50110,62,1,3,3,7
50110,101,1,3,3,15
50101,123,1,2,4,14
50101,123,1,3,3,12
50101,123,1,3,3,11
50101,123,1,3,3,11
50202,9,1,3,3,15
50202,9,1,3,3,12
50202,56,1,3,3,12
50202,79,1,3,3,11
50202,79,1,3,3,7
50801,3,1,3,3,11
50801,3,1,3,3,9
50619,3,1,3,3,16
50619,3,1,3,3,16
50619,3,1,2,4,6
50619,17,1,2,3,6
50619,30,1,3,3,16
50619,30,1,3,3,7
50619,84,1,3,4,13
50201,9,1,3,3,9
50201,161,1,2,3,14
50201,161,1,3,3,8
50201,164,1,3,3,17
50201,164,1,3,3,13
50106,32,1,2,3,15
50106,32,1,3,2,12
50106,33,1,2,3,15
50106,33,1,2,3,13
50106,35,1,2,3,12
50106,135,1,3,3,6
50106,154,1,3,3,8
50106,155,1,2,3,16
50106,158,1,3,4,16
50106,158,1,2,3,9
51012,54,1,3,3,10
51012,135,1,3,3,13
51012,138,1,3,3,13
51012,138,1,3,3,8
50114,77,1,2,3,15
50114,77,1,3,3,13
51002,16,1,3,3,6
51002,32,1,3,3,8
51002,50,1,3,3,13
51002,50,1,2,3,6
51002,119,1,2,4,17
51002,119,1,3,3,10
51002,119,1,3,3,8
50507,45,1,3,3,6
50507,145,1,3,3,6
50507,146,1,3,4,14
50507,148,1,3,3,11
50507,150,1,3,3,16
50507,150,1,3,3,11
60101,12,1,3,3,12
60101,12,1,2,3,6
60101,62,1,3,3,6
60101,113,2,3,3,15
60101,113,2,3,4,9
60101,92,1,4,3,17
60101,155,1,3,3,6
60701,3,1,2,3,7
60701,70,1,3,3,13
60701,104,1,3,3,16
60106,92,1,3,3,7
60106,110,1,3,4,16
60106,110,1,3,3,14
60106,110,1,3,3,9
60106,110,1,3,3,7
60901,24,1,2,3,15
60901,24,1,3,3,12
60901,88,1,3,3,12
60413,23,1,3,3,16
60413,23,1,2,2,7
60413,144,1,3,3,11
60413,145,1,3,3,17
60413,145,1,2,3,11
60413,145,1,3,3,10
60413,145,1,2,3,10
60203,7,1,3,3,16
60203,67,1,3,3,11
60701,585,1,3,3,15
60701,589,1,3,3,8
60701,590,1,3,3,11
60701,590,1,3,4,9
60701,590,1,3,3,7
60401,137,1,3,3,16
60401,137,1,3,3,11
60401,137,1,2,3,9
60401,138,2,5,5,16
60401,138,1,2,4,9
60401,139,1,3,4,15
60401,139,1,3,3,13
60401,139,1,2,4,11
60108,9,1,3,3,8
60108,11,1,3,3,16
60108,96,1,3,3,15
60108,99,1,3,3,14
60108,99,1,3,3,10
60108,99,1,3,3,6
60108,100,1,3,3,10
61007,40,1,3,3,11
61007,49,1,3,3,15
61007,69,1,3,3,10
61101,7,1,3,3,11
61101,205,1,3,3,13
61101,206,1,3,3,11
60108,5,1,3,3,13
60108,5,1,2,3,10
60108,5,1,2,2,7
60108,6,2,3,3,16
60108,6,1,3,3,12
60108,7,1,3,3,14
60108,186,1,2,3,12
60901,53,1,2,2,9
60901,53,1,2,3,7
60901,54,1,3,3,8
60901,55,2,5,5,17
60901,325,1,3,3,8
60901,326,1,4,3,15
60901,327,1,3,3,12
60901,327,1,3,3,9
70101,21,1,3,3,6
70101,60,2,3,3,10
70101,60,2,3,3,8
70101,79,2,3,3,10
70106,37,1,3,3,16
70106,37,1,3,4,6
70106,69,1,3,3,6
70106,100,2,3,4,16
70106,115,2,3,3,12
70106,4,2,3,3,8
70106,20,1,3,3,10
70106,65,1,3,3,13
70106,65,1,3,3,7
70101,156,2,3,3,11
70101,247,1,3,3,16
70101,428,2,3,3,12
70101,428,2,3,3,6
70101,610,2,4,3,12
70106,94,1,3,3,11
70106,94,1,3,3,9
70106,23,2,3,3,17
70106,23,1,3,3,13
70106,23,1,3,3,8
70106,23,1,3,3,15
70106,32,1,2,3,8
70106,41,1,3,3,13
70106,49,1,3,3,11
70106,58,1,3,3,10
70106,58,1,3,3,7
70106,74,1,3,3,6
70106,74,1,3,3,6
70106,10,2,3,3,17
70106,10,1,3,3,16
70106,10,1,4,3,13
70106,10,1,3,4,11
70106,10,1,3,3,9
70106,25,2,4,4,12
70104,19,2,3,3,15
70104,52,2,3,4,9
70104,151,2,3,3,7
70101,18,1,3,3,12
70101,18,1,3,3,6
70101,50,2,3,3,17
70101,50,2,3,3,9
70101,34,1,2,3,14
70101,64,1,5,5,13
70101,64,1,5,2,10
70106,41,1,3,3,11
70106,41,1,3,3,9
70106,11,1,3,3,11
70106,11,2,4,4,8
70106,41,1,3,1,17
70106,41,2,4,4,9
70106,104,1,2,3,13
70106,150,1,1,2,9
80104,52,2,3,3,15
80104,80,1,2,2,6
80106,15,1,3,3,13
80106,15,1,3,3,9
80106,25,2,3,3,10
80106,25,2,3,3,9
80106,37,1,2,3,15
80106,37,1,2,3,10
80106,48,1,3,4,9
80106,59,1,4,3,9
80106,59,1,3,3,7
80106,80,2,3,3,15
80105,51,2,4,4,11
80105,66,2,3,3,17
80105,66,2,3,4,11
80105,96,1,3,3,15
80105,96,2,3,3,6
81306,30,1,3,3,15
81306,30,1,3,3,12
81306,30,1,3,3,7
81306,43,2,2,3,12
81306,56,1,5,2,14
81306,56,1,2,3,9
80801,7,1,3,5,8
80801,21,1,4,3,11
80801,36,1,3,3,10
80801,50,1,3,3,13
80801,50,1,3,3,9
80201,2,1,3,4,12
80201,20,1,2,4,14
80201,20,1,2,4,8
80201,27,1,3,4,15
80201,27,1,2,3,12
81201,8,1,3,3,13
81201,8,1,3,3,9
81201,8,1,3,3,6
81201,142,1,3,3,12
81201,143,1,3,3,14
81201,143,1,3,3,6
81201,145,1,3,3,15
81201,146,1,4,4,15
80202,20,1,3,3,14
80202,47,1,3,3,9
80202,88,1,3,3,15
81105,197,1,3,3,16
81105,197,1,3,3,12
81105,197,1,3,4,9
81105,197,1,3,3,7
81105,204,1,2,3,13
81105,204,1,3,3,12
81105,204,1,3,3,11
81105,206,1,3,3,11
81105,241,1,3,3,6
80702,57,1,2,3,14
80702,57,1,3,3,6
80702,59,1,3,3,7
80702,60,1,2,3,9
80702,60,1,2,3,7
80702,176,1,2,3,7
80702,180,1,3,3,14
81101,5,1,2,2,15
80405,194,2,3,3,16
80405,194,1,3,3,15
80405,194,1,3,3,12
80405,482,1,3,3,14
80405,482,1,3,3,12
80405,483,1,2,3,14
80405,483,1,2,3,7
80902,100,1,3,3,11
80902,207,1,3,3,15
80902,207,1,3,3,11
80902,209,1,3,3,16
80902,25,1,3,3,15
80902,27,1,3,2,9
80902,84,1,3,3,17
80902,84,1,3,2,14
90101,6,1,3,3,14
90101,6,1,3,3,11
90101,41,1,3,3,10
90101,41,1,3,3,6
90101,53,1,3,3,15
90101,65,1,3,3,14
90101,22,2,3,3,16
90101,76,1,3,3,9
90101,127,1,3,3,9
90101,144,1,3,3,13
90701,8,2,2,4,15
90701,25,1,3,3,9
90701,41,1,4,3,15
90701,41,1,3,3,13
90701,41,1,3,3,8
90701,108,1,3,3,13
90301,10,1,2,3,14
90301,28,1,2,4,16
90301,28,1,2,3,13
90301,58,1,2,3,11
90301,89,2,4,3,6
90301,120,2,4,3,16
90301,120,2,3,3,13
90703,57,1,3,3,13
90703,128,1,3,3,16
90703,128,1,3,3,7
90703,129,2,3,3,16
90703,129,1,3,2,14
90703,130,1,2,3,15
90703,130,1,2,2,10
90203,27,1,3,3,10
90203,51,1,3,3,10
90203,51,1,5,3,8
90203,52,1,2,2,15
90203,53,1,2,3,17
90203,55,1,2,3,15
90710,19,1,3,4,8
90710,31,1,3,3,15
90710,56,1,2,3,13
90710,56,1,3,3,11
90201,6,1,3,3,7
90201,8,1,3,3,16
90201,8,1,3,3,14
90201,8,1,3,3,12
90201,145,1,3,3,16
90201,145,1,3,3,13
90201,145,1,3,3,11
90201,145,1,2,3,9
90201,146,1,3,3,11
90201,146,1,3,3,7
90706,98,1,4,3,9
90706,237,1,3,3,11
90706,237,1,3,3,7
90502,9,1,3,3,12
90502,29,1,2,3,9
90502,102,1,2,2,6
90502,112,1,2,1,9
90502,246,1,2,2,10
90502,246,1,2,3,7
90502,247,1,3,2,10
90502,248,1,3,3,13
100101,69,1,2,3,14
100101,69,1,3,3,8
100101,92,1,3,3,6
100101,135,1,3,3,17
100102,36,1,3,3,13
100102,36,1,2,2,6
100101,13,1,3,3,14
100101,130,2,4,4,13
100101,178,1,5,3,9
100101,178,1,3,3,6
100111,17,2,3,3,10
100111,69,2,3,3,13
100201,61,1,3,5,12
100201,82,2,3,3,10
100201,82,2,3,3,8
100103,24,1,3,4,15
100103,44,1,5,5,14
100103,53,1,3,5,7
100103,63,1,3,3,12
100103,63,1,3,3,7
100601,20,2,3,3,14
100601,20,2,2,4,14
100601,20,2,3,3,8
100601,38,2,3,3,10
100601,38,1,3,3,14
100601,88,1,3,3,16
100601,18,2,3,3,13
100601,48,1,3,3,16
100601,48,1,3,3,11
100601,48,1,3,3,8
100103,14,1,3,3,7
100103,16,1,3,3,15
100103,16,1,3,3,12
100103,152,1,5,3,13
100103,152,1,3,3,8
100103,156,1,2,3,14
100103,156,1,2,5,8
100501,1,1,3,3,14
100501,1,1,3,3,11
100501,3,1,3,3,17
100501,63,1,3,3,13
100202,27,1,3,3,12
100202,35,1,3,3,12
100202,35,1,3,3,10
100202,44,1,2,3,14
100202,44,1,3,3,11
100202,44,1,2,3,10
100109,18,1,3,3,13
100109,20,1,3,4,16
100504,43,1,3,3,11
100504,142,1,3,3,12
100504,142,1,3,3,7
100504,144,1,3,3,15
100504,144,1,3,3,13
100504,145,1,3,3,15
100504,145,1,3,3,8
100511,103,1,2,3,17
100511,103,1,3,3,11
100511,103,1,3,3,10
100511,103,1,3,3,8
100111,169,1,2,2,11
100111,169,1,3,2,11
100111,370,1,3,3,10
100111,370,1,3,3,10
110101,15,1,3,3,15
110101,63,1,3,3,15
110101,95,1,3,3,12
110101,95,1,3,3,10
110101,16,1,3,3,12
110101,55,1,3,3,16
110101,55,1,4,4,15
110106,16,1,3,3,9
110106,37,1,3,3,7
110101,27,1,3,3,14
110101,27,2,3,3,11
110106,56,1,3,3,16
110106,56,1,3,3,11
110106,56,1,3,3,9
110101,49,1,3,3,10
110101,63,1,3,3,11
110101,81,1,5,3,11
110101,81,1,5,3,7
110101,81,1,2,3,13
110101,98,2,3,3,14
110112,7,1,3,3,11
110112,7,1,3,3,7
110112,51,1,3,3,9
110501,65,2,3,3,17
110501,65,2,3,3,14
110304,26,1,2,3,12
110304,26,1,3,3,6
110304,93,1,2,3,13
110304,93,1,3,4,7
110305,23,1,3,3,9
110305,70,1,3,3,12
110503,88,1,3,4,10
110501,28,2,3,3,15
110501,28,1,4,4,6
110501,61,1,2,3,14
110501,61,1,3,3,13
110501,78,1,3,2,16
110501,78,1,2,4,14
110501,78,1,3,3,9
110501,112,2,4,3,9
110207,13,1,3,3,9
110207,47,2,3,3,17
110207,47,1,3,3,13
110304,44,2,3,3,16
110304,78,2,3,3,15
110304,96,1,4,4,8
110304,129,1,3,3,9
110304,129,1,3,3,7
110501,30,2,3,3,12
110501,73,2,3,3,10
110303,150,1,3,3,14
110303,150,1,3,3,9
110303,152,2,3,3,12
110303,152,2,3,4,6
110303,309,1,3,3,11
110303,310,1,2,3,12
110303,1,1,3,3,13
110303,7,1,5,3,9
110303,20,1,3,3,13
110303,20,2,3,3,7
110303,44,1,1,2,16
110303,63,1,3,2,8
120114,2,1,3,3,7
120114,16,1,3,3,9
120101,52,2,3,3,13
120101,68,1,3,3,14
120101,68,1,3,3,9
120101,101,1,3,2,15
120101,101,2,3,3,11
120101,133,2,3,3,13
120114,4,2,3,3,9
120128,32,2,3,3,16
120128,52,2,3,3,17
120128,52,2,3,3,13
120128,109,1,3,3,16
120128,109,1,3,3,10
120701,69,1,3,3,16
120701,69,1,3,3,11
120701,112,1,3,3,17
120701,112,1,3,3,11
120701,112,1,3,3,10
120701,112,1,3,3,8
120701,112,1,3,3,7
120133,20,1,3,3,10
120117,23,1,3,3,14
120117,93,1,3,4,16
120117,93,1,2,2,13
120117,93,1,5,3,8
120604,30,2,3,3,10
120604,75,2,3,3,14
120305,44,1,3,3,12
120305,44,1,3,3,10
120305,109,1,3,3,15
120305,109,1,3,3,13
120305,109,1,3,3,11
120303,35,1,3,3,16
120303,35,1,2,3,10
120303,67,1,3,3,8
120303,82,1,3,3,9
120409,21,1,3,3,15
120409,41,2,4,4,17
120409,41,2,3,3,9
120120,10,1,2,3,12
120120,59,2,3,3,17
120120,59,1,3,3,13
120120,59,1,3,3,11
120708,82,1,3,3,10
120708,82,1,3,3,8
120708,84,1,2,3,14
120708,84,1,3,3,9
120708,110,1,2,3,15
120708,110,1,3,3,13
120504,17,1,2,3,15
120504,17,1,3,3,13
120504,17,1,3,3,9
120504,86,1,3,3,7
120302,61,1,2,3,8
120302,62,1,2,4,15
120302,62,1,2,3,13
120302,62,1,3,3,6
120302,64,1,3,3,16
120302,64,1,2,4,13
120302,9,1,2,3,14
120302,9,1,3,3,12
120302,10,1,2,3,15
120302,10,1,3,3,8
120302,12,1,2,3,14
120302,12,1,2,3,9
120302,12,1,2,3,6
120302,68,1,3,3,9
120302,68,1,3,3,6
120302,69,1,2,3,11
120302,70,1,2,3,13
120302,72,1,2,3,8
130102,18,1,2,3,11
130102,36,1,4,3,16
130102,36,1,3,3,12
130102,36,2,3,3,6
130102,74,1,3,3,15
130102,74,1,3,3,12
130102,74,1,2,3,10
130102,112,1,3,3,9
130102,30,1,3,3,14
130102,61,2,3,3,11
130102,78,2,3,4,15
130102,153,2,3,3,11
130102,166,2,3,3,15
130105,17,1,5,3,14
130105,17,1,3,3,11
130105,35,1,3,3,9
130105,86,2,4,4,15
130105,104,2,3,3,10
130111,24,1,3,3,12
130111,65,1,3,3,11
130111,129,1,3,3,16
130101,87,1,3,3,17
130101,141,2,3,3,7
130101,133,2,3,3,6
130101,66,2,3,3,13
130101,112,1,3,3,15
130101,157,2,5,3,16
130102,27,1,3,3,12
130102,27,1,5,3,10
130102,27,1,3,3,8
130102,45,1,3,3,6
130102,62,2,3,3,6
130102,149,2,3,3,7
130402,75,2,2,3,6
130402,75,2,2,3,7
130402,93,1,3,4,12
130402,113,2,3,3,10
130205,10,1,3,3,14
130205,46,1,3,3,16
130205,46,1,2,3,14
130205,46,1,3,3,12
130205,46,1,3,3,7
130205,46,1,3,5,12
130205,81,2,2,3,6
130702,116,2,3,3,6
130702,161,1,3,3,13
130702,161,2,3,3,7
131201,9,1,3,3,13
131201,23,2,3,3,15
131201,23,2,3,3,11
131201,96,1,2,3,12
130106,12,1,2,3,16
130106,75,2,3,3,6
130106,104,1,3,3,11
130809,12,1,3,4,12
130809,53,1,3,3,15
130809,95,1,3,3,9
130809,138,1,3,3,13
130614,53,1,3,3,14
130614,53,1,4,3,12
130614,53,1,3,3,11
