EDAD,UBIGEO,BIBLIOTECA,PRACTICA_LECTURA,IDIOMA,PERS_NRO,ESTRATOSOCIO,MATRICULADO
14,40104,No,1,10,4,5,Sí
11,40104,No,1,10,5,5,Sí
8,40104,No,1,10,6,5,Sí
14,40104,No,2,10,6,5,Sí
7,40104,No,2,10,7,5,Sí
14,40104,No,8,10,5,4,Sí
13,40104,No,1,10,6,4,Sí
6,40104,No,2,10,4,4,Sí
7,40104,No,2,10,3,5,Sí
12,40104,No,2,10,3,5,Sí
10,40104,No,2,10,4,5,Sí
7,40104,No,2,10,5,5,Sí
13,40104,No,2,10,2,5,Sí
8,40104,No,2,10,3,5,Sí
7,40104,No,2,10,4,5,Sí
8,40104,No,8,10,3,5,Sí
6,40104,No,8,10,4,5,Sí
14,40104,No,1,10,3,5,Sí
9,40104,No,1,10,4,5,Sí
6,40104,No,1,1,4,5,Sí
15,40104,No,1,1,2,5,Sí
12,40104,No,2,1,3,5,Sí
10,40104,No,2,1,4,5,Sí
6,40104,No,2,10,5,5,Sí
15,40104,No,2,10,3,5,Sí
12,40104,No,1,10,4,5,Sí
12,40104,No,1,10,5,5,Sí
12,40104,No,1,10,3,5,Sí
12,40104,Sí,2,10,3,5,Sí
9,40104,Sí,2,10,4,5,Sí
15,40117,No,2,10,3,5,Sí
10,40117,No,2,10,4,5,Sí
13,40117,No,2,10,3,5,Sí
10,40101,No,4,10,5,3,Sí
16,40101,No,2,10,3,1,Sí
13,40101,No,1,10,4,1,Sí
16,40101,Sí,3,10,4,1,Sí
8,40101,No,1,10,5,1,Sí
10,40101,No,2,10,4,2,Sí
13,40103,No,1,10,3,3,Sí
11,40103,No,2,10,4,3,Sí
13,40103,No,8,10,4,3,Sí
17,40103,No,1,10,3,3,Sí
11,40103,No,1,10,4,3,Sí
16,40103,No,2,10,4,3,Sí
13,40103,No,2,10,3,3,Sí
11,40103,No,2,10,2,3,Sí
15,40103,No,4,10,4,3,Sí
10,40103,No,2,10,4,4,Sí
9,40103,No,2,10,5,4,Sí
10,40103,No,2,10,4,4,Sí
8,40103,No,3,10,3,4,Sí
14,40103,No,2,10,2,4,Sí
10,40103,No,2,10,3,4,Sí
6,40103,No,2,10,4,5,Sí
14,40103,No,3,10,5,5,Sí
13,40103,No,4,10,2,4,Sí
11,40103,No,4,10,3,4,Sí
17,40103,Sí,4,10,5,4,Sí
15,40103,No,4,10,6,4,Sí
11,40103,No,4,10,7,4,Sí
11,40103,No,4,10,7,4,Sí
7,40103,No,4,10,8,4,Sí
17,40103,Sí,4,10,2,4,Sí
15,40103,No,6,10,4,2,Sí
17,40103,No,1,10,3,2,Sí
14,40103,No,1,10,4,2,Sí
9,40103,No,4,10,4,2,Sí
10,40103,No,3,10,3,2,Sí
8,40103,No,5,10,4,2,Sí
12,40103,No,2,10,3,2,Sí
10,40103,No,3,10,4,2,Sí
7,40103,No,1,10,5,2,Sí
9,40102,No,5,10,8,2,Sí
8,40102,No,2,10,10,2,Sí
12,40110,No,2,10,8,4,Sí
12,40110,No,2,10,3,4,Sí
7,40110,No,3,10,4,4,Sí
7,40110,No,1,10,2,4,Sí
17,40110,No,2,10,2,5,Sí
13,40110,No,3,10,3,5,Sí
7,40110,No,2,10,3,5,Sí
16,40110,Sí,2,10,3,5,Sí
13,40110,No,2,10,4,5,Sí
14,40110,No,2,10,2,1,Sí
14,40110,No,2,10,4,1,Sí
11,40110,No,2,10,5,1,Sí
13,40110,No,2,10,3,2,Sí
12,40110,No,2,10,5,2,Sí
9,40110,No,2,10,2,3,Sí
14,40110,No,1,10,3,3,Sí
8,40110,No,1,10,4,3,Sí
8,40110,No,5,10,3,3,Sí
6,40110,No,5,10,4,3,Sí
10,40110,No,2,10,4,3,Sí
8,40109,No,1,10,3,5,Sí
8,40109,No,1,10,3,5,Sí
16,40109,No,1,10,3,5,Sí
13,40109,No,8,10,4,5,Sí
17,40109,No,2,10,3,5,Sí
7,40109,No,2,10,4,5,Sí
10,40109,No,2,10,2,2,Sí
15,40109,No,2,10,2,2,Sí
9,40112,No,2,10,4,3,Sí
15,40112,Sí,2,10,6,3,Sí
16,40112,Sí,2,10,2,4,Sí
8,40112,No,2,10,3,2,Sí
11,40112,No,2,10,2,2,Sí
13,40112,No,1,10,3,2,Sí
14,40112,No,3,10,2,3,Sí
16,40112,No,2,10,4,3,Sí
9,40112,No,1,10,5,3,Sí
10,40112,No,2,10,4,3,Sí
9,40112,No,1,10,4,3,Sí
14,40112,Sí,8,10,3,4,Sí
6,40112,No,2,10,3,4,Sí
12,40112,No,6,10,3,4,Sí
10,40112,No,6,10,4,4,Sí
9,40112,Sí,5,10,7,4,Sí
12,40112,No,3,10,3,5,Sí
10,40112,No,3,10,4,5,Sí
6,40112,No,4,10,3,5,Sí
8,40112,No,3,10,2,5,Sí
12,40112,No,3,10,4,5,Sí
13,40112,No,4,10,3,5,Sí
11,40112,No,3,10,4,5,Sí
14,40112,No,8,10,4,5,Sí
6,40112,No,2,10,3,5,Sí
6,40112,No,8,10,3,5,Sí
17,40112,No,2,10,4,5,Sí
10,40112,No,2,10,5,5,Sí
15,40129,No,1,10,4,1,Sí
9,40129,No,2,10,4,2,Sí
13,40129,No,6,10,5,2,Sí
14,40129,No,2,10,6,4,Sí
8,40129,No,1,10,7,4,Sí
10,40122,Sí,2,10,4,3,Sí
8,40122,Sí,2,10,5,3,Sí
16,40122,No,4,10,2,3,Sí
15,40122,No,4,10,3,3,Sí
7,40122,No,2,10,3,2,Sí
13,40122,No,3,10,3,2,Sí
9,40122,No,2,10,4,2,Sí
6,40122,No,2,10,5,2,Sí
12,40122,Sí,2,10,4,3,Sí
16,40122,Sí,4,10,3,5,Sí
15,40122,No,2,10,3,5,Sí
16,40122,No,2,10,3,5,Sí
6,40107,No,3,10,4,4,Sí
7,40107,No,2,10,5,4,Sí
11,40107,No,8,10,4,4,Sí
17,40107,Sí,8,10,4,4,Sí
16,40107,Sí,2,10,5,4,Sí
7,40107,No,1,10,4,4,Sí
12,40123,No,5,10,6,5,Sí
10,40123,No,9,10,7,5,Sí
9,40123,Sí,2,10,8,3,Sí
17,40128,No,1,10,3,4,Sí
13,40128,No,1,10,4,4,Sí
11,40128,No,1,10,5,4,Sí
8,40128,No,2,10,6,4,Sí
11,40128,No,5,10,5,4,Sí
17,40128,No,1,10,3,4,Sí
10,40128,No,2,10,4,4,Sí
14,40128,Sí,2,10,2,5,Sí
10,40128,No,2,10,3,5,Sí
17,40128,Sí,6,10,3,5,Sí
10,40128,No,2,10,4,5,Sí
7,40128,No,2,10,5,5,Sí
14,40128,Sí,3,10,3,5,Sí
10,40128,No,3,10,4,5,Sí
9,40128,No,2,10,2,5,Sí
14,40128,No,1,10,2,5,Sí
6,40128,No,1,10,4,5,Sí
10,40121,No,3,10,3,4,Sí
6,40121,No,2,10,3,4,Sí
11,40121,No,1,10,2,4,Sí
10,40108,No,2,10,2,5,Sí
9,40108,No,2,10,3,5,Sí
7,40108,No,2,10,4,5,Sí
6,40108,No,2,10,4,5,Sí
7,40108,No,2,10,3,5,Sí
6,40108,No,2,10,3,5,Sí
9,40108,No,4,10,3,5,Sí
16,40108,No,4,10,3,5,Sí
7,40108,No,4,10,5,5,Sí
15,40108,Sí,4,10,2,5,Sí
8,40108,No,4,10,3,5,Sí
10,40108,No,4,10,3,5,Sí
6,40108,No,4,10,4,5,Sí
10,40701,No,4,10,5,3,Sí
14,40702,No,1,10,5,4,Sí
8,40703,No,2,10,3,5,Sí
10,40703,No,3,10,3,5,Sí
9,180208,No,1,10,3,6,Sí
7,180208,No,1,10,4,6,Sí
10,180208,No,8,10,6,6,Sí
16,180208,No,2,10,2,6,Sí
9,180208,Sí,8,10,3,6,Sí
6,180203,No,2,10,5,6,Sí
7,180203,No,2,10,5,6,Sí
6,180203,No,2,10,4,6,Sí
14,180201,No,3,10,3,5,Sí
9,180201,No,2,10,4,5,Sí
7,180201,No,2,10,5,5,Sí
16,180211,No,4,10,4,6,Sí
10,180211,No,4,10,5,6,Sí
8,180211,Sí,2,10,3,6,Sí
13,180211,No,3,1,6,6,Sí
6,180211,Sí,1,10,3,6,Sí
12,180211,Sí,3,10,5,6,Sí
14,180204,No,2,10,3,6,Sí
11,180204,No,2,10,4,6,Sí
14,180204,No,8,10,3,6,Sí
6,180204,No,8,10,4,6,Sí
14,180204,Sí,8,10,2,6,Sí
14,180204,No,2,10,5,6,Sí
16,180204,No,3,1,4,6,Sí
14,180101,No,1,10,3,3,Sí
11,180101,No,2,10,2,3,Sí
13,180101,No,1,10,2,3,Sí
11,180101,No,6,10,3,2,Sí
14,180101,No,3,10,2,2,Sí
14,180101,No,2,10,3,2,Sí
13,180101,Sí,8,10,4,1,Sí
12,180101,No,3,10,3,1,Sí
10,180101,No,3,10,4,1,Sí
8,180101,Sí,8,10,4,5,Sí
12,180101,No,2,10,2,5,Sí
12,180101,Sí,8,10,3,5,Sí
10,180101,No,8,10,4,5,Sí
16,180101,No,2,10,3,4,Sí
13,180101,No,2,10,4,4,Sí
10,180101,Sí,2,10,4,4,Sí
15,180101,No,2,10,2,4,Sí
10,180101,No,2,10,3,4,Sí
13,180101,No,8,10,4,4,Sí
7,180101,No,2,10,4,2,Sí
8,180101,No,2,10,3,2,Sí
11,180101,No,2,10,4,2,Sí
6,180101,No,2,10,5,2,Sí
14,180101,Sí,3,10,4,3,Sí
14,180101,No,2,10,2,3,Sí
11,180101,No,2,10,2,4,Sí
12,180101,No,1,10,4,2,Sí
8,180101,No,2,10,4,2,Sí
7,180101,No,2,10,2,5,Sí
17,180101,No,2,10,3,5,Sí
10,180101,No,2,10,4,5,Sí
7,180101,No,2,10,3,5,Sí
13,180101,No,2,10,3,5,Sí
7,180101,No,2,10,4,5,Sí
11,180101,No,3,10,4,4,Sí
6,180101,No,8,10,5,4,Sí
14,180101,Sí,5,10,3,4,Sí
6,180101,No,2,10,4,4,Sí
8,180101,No,2,10,3,3,Sí
17,180101,Sí,3,10,4,3,Sí
6,180101,No,2,10,7,3,Sí
14,180101,Sí,2,10,4,3,Sí
8,180101,No,4,10,3,4,Sí
10,180101,No,1,10,2,4,Sí
6,180101,Sí,8,10,7,5,Sí
8,180101,Sí,2,10,3,5,Sí
9,180101,No,3,10,3,5,Sí
8,180101,Sí,2,10,3,5,Sí
13,180101,No,2,10,2,5,Sí
10,180101,Sí,3,10,3,5,Sí
14,180101,No,2,10,4,3,Sí
9,180101,No,4,10,5,3,Sí
13,180101,No,2,10,4,1,Sí
15,180101,No,5,10,3,1,Sí
14,180101,No,2,10,5,1,Sí
11,180101,Sí,2,10,3,4,Sí
9,180101,Sí,8,10,3,4,Sí
10,180101,No,3,10,5,4,Sí
15,180101,Sí,3,10,3,5,Sí
11,180101,Sí,3,10,4,5,Sí
7,180101,Sí,3,10,5,5,Sí
12,180101,Sí,4,10,3,5,Sí
17,180101,Sí,2,10,2,5,Sí
14,180101,Sí,5,10,5,4,Sí
12,180101,Sí,3,10,6,4,Sí
10,180101,Sí,2,10,3,5,Sí
7,180101,Sí,2,10,4,5,Sí
12,180101,Sí,6,10,4,5,Sí
10,180101,No,2,10,3,5,Sí
12,180101,Sí,2,10,2,5,Sí
9,180101,Sí,2,10,2,3,Sí
8,180104,No,1,10,4,4,Sí
11,180104,Sí,2,10,3,4,Sí
11,180104,No,8,10,5,4,Sí
7,180104,No,2,10,5,2,Sí
9,180104,No,2,10,3,2,Sí
7,180104,No,4,10,5,3,Sí
7,180104,No,1,10,3,3,Sí
9,180104,No,2,10,3,3,Sí
16,180104,Sí,2,10,4,6,Sí
14,180104,Sí,3,10,5,6,Sí
12,180104,No,3,10,3,6,Sí
9,180104,No,4,10,4,6,Sí
12,180104,No,1,10,4,6,Sí
14,180104,No,8,10,3,6,Sí
7,180104,No,3,10,4,6,Sí
15,180106,Sí,2,10,5,4,Sí
16,180106,Sí,1,10,3,4,Sí
13,180106,Sí,2,10,4,5,Sí
16,180106,Sí,2,10,3,5,Sí
13,180106,No,2,10,2,5,Sí
11,180106,Sí,2,10,3,5,Sí
15,180106,No,2,10,5,5,Sí
14,180106,Sí,2,10,2,5,Sí
16,180106,Sí,1,10,2,5,Sí
15,180106,Sí,2,10,3,5,Sí
13,180106,No,2,10,3,5,Sí
7,180106,No,3,10,3,5,Sí
6,180106,No,8,10,2,5,Sí
10,180106,No,8,10,3,5,Sí
7,180106,Sí,2,10,4,5,Sí
14,180106,Sí,8,10,4,3,Sí
12,180106,Sí,3,10,3,3,Sí
6,180106,Sí,2,10,4,3,Sí
8,180106,Sí,2,10,3,3,Sí
6,180106,Sí,2,10,4,3,Sí
8,180106,No,3,10,2,6,Sí
15,180102,No,2,10,5,6,Sí
7,180102,No,2,10,4,6,Sí
16,180102,No,2,10,3,6,Sí
8,180102,No,1,10,2,6,Sí
8,180102,No,2,10,3,6,Sí
15,180303,No,1,10,3,1,Sí
12,180303,No,3,10,4,1,Sí
10,180303,No,2,10,4,1,Sí
7,180303,No,2,10,5,1,Sí
12,180301,No,4,10,4,2,Sí
10,180301,No,8,10,5,2,Sí
15,180301,No,2,10,4,2,Sí
16,180301,No,1,10,3,1,Sí
13,180301,No,8,10,4,1,Sí
6,180301,No,2,10,3,1,Sí
10,180301,No,2,10,3,1,Sí
14,180301,No,1,10,2,1,Sí
9,180301,No,2,10,3,2,Sí
14,180301,No,2,10,3,2,Sí
17,180301,No,2,10,3,2,Sí
13,180301,Sí,1,10,4,4,Sí
7,180301,Sí,8,10,5,4,Sí
14,180301,Sí,5,10,4,4,Sí
13,180301,No,2,10,3,4,Sí
13,180301,No,3,10,4,4,Sí
16,180301,No,2,10,5,4,Sí
10,180301,No,2,10,6,4,Sí
12,180301,No,3,10,4,3,Sí
6,180301,Sí,8,14,4,3,Sí
9,180301,No,3,10,3,4,Sí
15,180301,No,1,10,2,4,Sí
10,180301,No,1,10,3,4,Sí
17,180301,No,5,2,2,4,Sí
17,180301,No,1,10,3,4,Sí
13,180301,No,3,10,3,4,Sí
11,180301,Sí,8,10,3,4,Sí
16,180301,Sí,2,10,3,5,Sí
17,180301,Sí,2,10,4,5,Sí
15,180301,No,4,10,4,5,Sí
17,180301,No,8,10,4,5,Sí
12,180301,No,8,10,5,5,Sí
7,180301,No,2,10,3,4,Sí
16,180301,Sí,2,10,4,4,Sí
13,180301,No,3,10,4,3,Sí
7,180301,No,8,10,5,3,Sí
16,180301,Sí,3,10,2,3,Sí
15,180301,Sí,3,10,3,3,Sí
10,180301,Sí,3,10,4,3,Sí
13,180301,Sí,2,10,3,3,Sí
7,180301,Sí,2,10,4,3,Sí
9,180301,No,1,10,2,3,Sí
15,180301,No,2,10,2,3,Sí
15,180301,No,2,10,2,3,Sí
15,180301,No,2,10,3,2,Sí
16,180301,No,2,10,3,2,Sí
13,180301,No,2,10,2,2,Sí
13,180301,No,1,10,2,2,Sí
15,180301,No,2,10,3,2,Sí
13,180301,No,2,10,4,2,Sí
15,180301,No,2,10,4,2,Sí
11,180301,No,2,10,2,2,Sí
10,180301,No,2,10,5,2,Sí
13,180301,Sí,2,10,3,3,Sí
9,180301,Sí,3,10,4,3,Sí
10,180301,Sí,2,10,3,3,Sí
16,180301,Sí,2,10,4,3,Sí
13,180301,No,2,10,2,3,Sí
11,180301,No,3,10,3,3,Sí
11,180301,No,2,10,4,3,Sí
10,180301,No,2,10,4,3,Sí
6,230302,No,2,10,5,5,Sí
14,230203,Sí,2,10,3,6,Sí
9,230203,Sí,2,10,4,6,Sí
6,230203,Sí,5,10,5,6,Sí
9,230203,Sí,3,10,3,6,Sí
8,230201,Sí,2,10,3,6,Sí
8,230201,No,2,10,3,6,Sí
12,230408,No,2,10,3,6,Sí
13,230408,No,2,10,2,6,Sí
11,230408,No,3,10,4,6,Sí
10,230408,No,2,10,3,6,Sí
6,230408,No,8,10,4,6,Sí
9,230408,No,8,10,2,6,Sí
13,230408,No,2,10,3,6,Sí
9,230408,No,2,10,4,6,Sí
6,230401,No,3,10,3,5,Sí
15,230401,Sí,2,10,2,5,Sí
16,230401,Sí,2,10,3,5,Sí
8,230401,Sí,2,10,6,5,Sí
6,230407,No,8,10,3,6,Sí
12,230407,No,1,10,2,6,Sí
16,230102,No,2,10,3,5,Sí
12,230102,No,2,10,4,5,Sí
16,230102,No,1,10,4,5,Sí
11,230102,No,1,10,5,5,Sí
14,230102,Sí,2,10,3,5,Sí
12,230102,No,2,10,4,5,Sí
10,230102,Sí,3,10,5,5,Sí
7,230102,No,3,10,6,5,Sí
12,230102,No,2,10,3,4,Sí
17,230102,Sí,8,10,2,4,Sí
15,230102,No,2,10,4,3,Sí
7,230102,No,2,10,5,3,Sí
10,230102,No,7,10,2,4,Sí
15,230102,Sí,8,10,4,4,Sí
13,230102,No,1,10,4,4,Sí
10,230102,No,2,10,5,4,Sí
7,230102,No,1,10,6,4,Sí
7,230102,No,2,10,4,4,Sí
8,230102,Sí,1,10,2,3,Sí
8,230102,Sí,2,10,4,3,Sí
17,230104,Sí,2,10,2,5,Sí
7,230104,No,3,10,5,5,Sí
15,230104,Sí,2,10,3,5,Sí
11,230104,Sí,2,10,3,5,Sí
15,230104,No,2,10,3,5,Sí
6,230104,No,1,10,3,4,Sí
14,230104,No,7,10,5,4,Sí
8,230104,No,3,10,6,4,Sí
7,230104,No,3,10,5,4,Sí
6,230104,No,2,10,6,4,Sí
11,230104,No,2,10,4,4,Sí
6,230104,No,1,10,5,4,Sí
13,230104,No,3,10,2,5,Sí
14,230104,No,5,10,4,4,Sí
7,230104,Sí,8,10,5,4,Sí
10,230104,No,2,10,3,4,Sí
16,230104,No,2,10,3,4,Sí
14,230104,Sí,2,10,4,4,Sí
9,230104,No,2,10,5,4,Sí
7,230104,No,2,10,6,4,Sí
10,230104,No,8,10,3,4,Sí
11,230104,Sí,3,10,4,4,Sí
15,230104,No,2,10,2,4,Sí
11,230108,No,5,10,4,2,Sí
14,230108,No,5,10,3,1,Sí
10,230101,No,2,10,4,3,Sí
11,230101,No,2,10,3,2,Sí
16,230101,No,2,10,2,2,Sí
9,230101,No,2,10,2,2,Sí
14,230101,Sí,8,10,3,2,Sí
17,230101,Sí,8,10,4,2,Sí
14,230101,No,8,10,3,2,Sí
10,230101,Sí,4,10,5,1,Sí
15,230101,Sí,2,10,2,1,Sí
13,230101,Sí,1,10,3,1,Sí
7,230101,No,8,10,7,2,Sí
16,230101,No,2,10,3,1,Sí
12,230101,No,2,10,4,1,Sí
11,230101,No,1,10,5,1,Sí
16,230101,No,3,10,3,1,Sí
17,230101,No,4,10,2,1,Sí
13,230101,No,1,10,3,1,Sí
10,230101,No,3,10,4,1,Sí
14,230101,Sí,1,10,3,4,Sí
11,230101,No,2,10,3,4,Sí
6,230101,No,3,10,4,4,Sí
9,230101,No,2,10,3,4,Sí
15,230101,Sí,3,10,2,4,Sí
11,230101,Sí,2,10,3,4,Sí
10,230101,No,1,10,4,4,Sí
6,230101,No,4,10,5,4,Sí
12,230101,No,8,10,3,4,Sí
13,230101,No,1,10,5,5,Sí
16,230101,No,2,10,3,5,Sí
9,230101,No,2,10,4,5,Sí
6,230101,No,2,10,4,3,Sí
7,230101,No,1,10,4,3,Sí
11,230101,No,2,10,3,2,Sí
13,230101,Sí,3,10,5,2,Sí
12,230101,Sí,4,10,2,1,Sí
9,230101,No,2,10,5,2,Sí
13,230101,No,8,10,3,2,Sí
9,230101,No,3,10,2,2,Sí
7,230101,No,3,10,3,2,Sí
14,230101,No,3,10,3,2,Sí
10,230101,No,8,10,3,2,Sí
14,230101,No,2,10,4,1,Sí
17,230101,Sí,1,10,2,1,Sí
17,230101,Sí,2,10,3,1,Sí
10,230101,No,4,10,3,2,Sí
17,230101,Sí,2,10,3,2,Sí
15,230101,No,1,10,2,2,Sí
14,230101,No,2,10,4,2,Sí
9,230101,No,2,10,5,2,Sí
6,230101,Sí,2,10,4,2,Sí
11,230101,No,4,10,3,2,Sí
12,230101,No,2,10,3,3,Sí
8,230101,No,3,10,6,3,Sí
17,230101,No,6,10,2,3,Sí
13,230101,No,3,10,3,3,Sí
12,230101,No,4,10,4,3,Sí
15,230101,No,5,10,3,4,Sí
13,230101,No,4,10,4,4,Sí
15,230101,No,2,10,2,5,Sí
13,230101,No,3,10,3,5,Sí
6,230101,No,2,10,3,5,Sí
9,230101,No,8,10,2,5,Sí
13,230101,No,6,10,3,2,Sí
10,230101,No,3,10,4,2,Sí
9,230101,No,6,10,5,2,Sí
14,230101,No,3,10,2,2,Sí
17,230101,No,5,10,4,2,Sí
16,230101,Sí,1,10,3,2,Sí
14,230101,No,3,10,4,2,Sí
9,230101,No,7,10,5,2,Sí
15,230101,No,3,10,3,3,Sí
17,230101,No,5,10,3,3,Sí
8,230101,Sí,3,10,4,3,Sí
9,230110,No,1,10,4,1,Sí
16,230110,No,2,10,4,3,Sí
10,230110,No,2,10,5,3,Sí
7,230110,No,2,10,4,2,Sí
13,230110,No,3,10,3,3,Sí
12,230110,No,8,10,3,3,Sí
16,230110,Sí,1,10,5,1,Sí
6,230110,No,1,10,3,1,Sí
14,230110,No,3,10,6,1,Sí
17,230110,Sí,2,10,3,5,Sí
8,230110,No,8,10,4,5,Sí
11,230110,No,2,10,3,5,Sí
13,230110,No,3,10,4,5,Sí
9,230110,No,2,10,5,5,Sí
13,230110,No,8,10,3,4,Sí
15,230110,No,1,10,3,4,Sí
10,230110,No,2,10,4,4,Sí
7,230110,No,2,10,4,2,Sí
8,230110,No,2,10,4,3,Sí
16,230110,No,5,10,3,3,Sí
13,230110,Sí,2,10,5,3,Sí
7,230110,No,4,10,3,3,Sí
9,230110,No,2,10,3,3,Sí
11,230110,Sí,8,10,3,3,Sí
15,230110,No,2,10,3,5,Sí
14,230110,No,2,10,4,5,Sí
8,230110,No,3,10,5,5,Sí
13,230110,No,2,10,3,5,Sí
8,230110,No,1,10,2,5,Sí
11,230110,Sí,2,10,3,5,Sí
6,230110,Sí,2,10,4,5,Sí
9,230110,Sí,3,10,3,5,Sí
9,230110,No,3,10,4,4,Sí
6,230110,No,2,10,5,4,Sí
10,230110,Sí,3,10,4,4,Sí
10,230110,No,4,10,5,3,Sí
15,230110,No,2,10,3,3,Sí
6,230110,No,2,10,4,3,Sí
17,230110,Sí,5,10,3,4,Sí
10,230110,No,1,10,2,5,Sí
7,230110,No,1,10,2,5,Sí
12,230110,No,8,10,3,5,Sí
7,230110,No,1,10,4,5,Sí
7,230110,No,2,10,3,5,Sí
15,230110,No,2,10,3,5,Sí
6,230110,No,3,10,4,5,Sí
6,230110,Sí,2,10,4,5,Sí
10,230110,No,3,10,4,5,Sí
8,230110,No,3,10,5,5,Sí
16,230110,No,3,10,3,5,Sí
10,230110,No,2,10,4,5,Sí
10,230110,No,6,10,5,5,Sí
16,230110,No,1,10,3,5,Sí
14,230110,No,5,10,4,5,Sí
11,230110,Sí,8,10,4,5,Sí
17,230110,No,5,10,3,5,Sí
14,230110,No,5,10,4,5,Sí
9,230110,No,2,10,5,5,Sí
13,230110,Sí,4,10,4,5,Sí
15,230110,No,7,10,4,5,Sí
9,230110,No,2,10,4,5,Sí
11,230110,No,4,10,2,5,Sí
7,230110,No,2,10,3,5,Sí
16,230110,No,3,10,2,5,Sí
11,230110,No,1,10,3,5,Sí
17,230110,Sí,8,10,2,5,Sí
11,230110,No,8,10,3,5,Sí
11,230110,No,4,10,4,5,Sí
11,230110,Sí,2,10,3,5,Sí
16,230110,Sí,2,10,3,5,Sí
12,230110,Sí,2,10,4,5,Sí
11,230110,Sí,3,10,3,5,Sí
7,230110,No,2,10,3,5,Sí
7,230110,No,2,10,5,5,Sí
7,230110,No,2,10,4,5,Sí
15,230110,Sí,2,10,3,5,Sí
14,230110,Sí,8,10,3,5,Sí
9,230110,No,5,10,4,5,Sí
15,230110,No,3,10,4,5,Sí
13,230110,No,2,10,3,5,Sí
11,230110,Sí,5,12,4,5,Sí
6,230110,No,1,10,4,5,Sí
10,230110,No,2,10,3,5,Sí
12,230110,No,2,10,3,5,Sí
8,230110,No,2,10,4,5,Sí
13,230110,No,2,10,3,5,Sí
8,230110,No,3,10,4,5,Sí
15,230110,No,8,10,3,5,Sí
11,230110,No,8,10,4,5,Sí
15,230109,No,2,10,3,5,Sí
7,230109,No,3,10,4,5,Sí
12,230109,No,2,10,3,5,Sí
10,230109,No,1,10,2,5,Sí
7,230109,No,2,10,3,5,Sí
16,230109,No,1,10,2,5,Sí
9,230109,No,8,10,3,5,Sí
11,230109,No,8,10,5,5,Sí
12,230109,No,2,10,9,5,Sí
7,230109,No,4,10,10,5,Sí
7,230105,No,5,10,4,6,Sí
17,230107,Sí,3,10,3,6,Sí
10,230107,No,3,10,4,6,Sí
9,230107,No,3,10,5,6,Sí
11,230107,No,2,10,3,6,Sí
9,230107,No,3,10,4,6,Sí
9,230107,No,3,10,5,6,Sí
13,230107,Sí,5,10,3,6,Sí
6,240201,No,8,10,5,5,Sí
15,240201,Sí,2,10,3,5,Sí
6,240101,Sí,1,10,3,5,Sí
7,240101,Sí,1,10,3,5,Sí
13,240302,No,1,10,3,5,Sí
15,240302,No,1,10,3,5,Sí
12,240302,No,2,10,4,5,Sí
9,240302,No,2,10,2,5,Sí
10,240302,No,1,10,3,5,Sí
10,240302,No,2,10,3,5,Sí
8,240302,No,1,10,4,5,Sí
14,240302,No,1,10,3,5,Sí
10,240302,No,2,10,4,5,Sí
12,200701,No,8,10,2,4,Sí
8,200701,No,8,10,3,4,Sí
11,200701,No,5,10,3,4,Sí
6,200701,No,2,10,4,4,Sí
14,200701,No,4,10,2,4,Sí
8,200701,No,2,10,3,4,Sí
11,200701,No,8,10,3,4,Sí
8,200701,No,8,10,4,4,Sí
14,200701,No,3,10,3,4,Sí
7,200701,No,8,10,4,4,Sí
12,200601,No,8,10,3,4,Sí
13,200601,No,8,10,3,4,Sí
10,200601,No,2,10,4,4,Sí
7,200601,No,2,10,5,4,Sí
15,200601,No,1,10,3,4,Sí
10,200601,No,1,10,2,4,Sí
9,200601,No,1,10,3,4,Sí
11,200601,No,8,10,4,5,Sí
16,200601,No,1,10,2,5,Sí
9,200601,No,3,10,3,5,Sí
8,200601,No,2,10,3,5,Sí
13,200601,No,4,10,3,5,Sí
11,200601,No,3,10,4,5,Sí
9,200601,No,3,10,5,5,Sí
12,200601,No,3,10,3,5,Sí
17,200601,Sí,8,10,2,5,Sí
17,200601,Sí,8,10,3,5,Sí
15,200601,Sí,1,10,4,4,Sí
17,200601,No,3,10,3,4,Sí
11,200601,No,8,10,4,4,Sí
15,200601,No,1,10,5,4,Sí
12,200601,No,4,10,6,4,Sí
9,200115,No,2,10,4,2,Sí
16,200115,No,4,10,2,2,Sí
14,200115,No,4,10,3,2,Sí
7,200115,No,2,10,4,2,Sí
12,200115,No,3,10,5,4,Sí
6,200115,No,2,10,3,4,Sí
10,200104,No,2,10,3,4,Sí
13,200104,No,8,10,2,4,Sí
9,200104,No,8,10,3,4,Sí
12,200104,No,8,10,3,4,Sí
6,200104,No,2,10,4,4,Sí
15,60101,No,2,10,4,1,Sí
11,60201,No,3,10,2,5,Sí
9,60201,No,2,10,6,5,Sí
15,60201,Sí,6,10,3,5,Sí
12,60201,Sí,6,10,4,5,Sí
11,60201,No,3,10,5,5,Sí
8,60201,No,3,10,6,5,Sí
8,60201,Sí,4,10,3,5,Sí
6,10101,No,3,10,3,4,Sí
9,10101,No,1,10,2,4,Sí
10,10101,No,2,10,3,4,Sí
8,10101,Sí,2,10,3,4,Sí
8,10101,No,3,10,4,5,Sí
15,10101,No,3,10,3,5,Sí
7,10101,No,4,10,3,5,Sí
8,10101,No,1,10,5,5,Sí
12,10101,Sí,2,10,3,5,Sí
11,10101,No,5,10,3,5,Sí
6,160108,No,2,10,4,4,Sí
